OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
214,242807000000043020,10224892,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,33805,POLK,863-687-1100,HOSPITALS - ACUTE CARE,CITY OF LAKELAND,MUNICIPAL,PUBLIC,LAKELAND REGIONAL MEDICAL CENT,NOT-FOR-PROFIT,0,849,FL000030,EFHL,100157,CABLE MODEM,DON'T KNOW,DON'T KNOW, , , , , , ,2,HTTP://WWW.LRMC.COM,1993,GEOPLAN,FDEM, ,28.06135873,-81.95435852,17RMM0621604367,309,49.42753131,LAKELAND REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,191,28.06135873,-81.95435852,190
215,192808ZZZ000001300000U,10224965,JAMES A HALEY VETERANS HOSPITAL,13000 BRUCE B DOWNS BLVD,TAMPA,33612,HILLSBOROUGH,813-972-2000,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,353,FL000103,EFHL,N/A, , , , , , , , , , ,HTTP://WWW.TAMPA.VA.GOV/,1972,GEOPLAN,FDEM, ,28.06441519,-82.42770197,17RLM5970005160,310,48.73940724,JAMES A HALEY VETERANS HOSPITAL,V,2011-05-10,2017-09-06,192,28.06441519,-82.42770197,191
216,NONE,10224958,H LEE MOFFITT CANCER CENTER,12902 MAGNOLIA DR,TAMPA,33612,HILLSBOROUGH,813-745-4673,HOSPITALS - ACUTE CARE,STATE OF FLORIDA,STATE,PUBLIC,H. LEE MOFFITT CANCER CENTER,NOT-FOR-PROFIT,0,206,FL000096,EFHL,110009, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,4,HTTP://WWW.MOFFITT.ORG/,0,GEOPLAN,FDEM,EXTENT NOT CLEAR & NO PARCEL,28.06405541,-82.42134059,17RLM6032505113,311,24.94375401,H LEE MOFFITT CANCER CENTER,V,2012-11-19,2017-09-06,193,28.06405541,-82.42134059,192
217,192805ZZZ000001267500U,10224963,FLORIDA HOSPITAL TAMPA - FORMERLY UNIVERSITY COMMUNITY HOSPITAL,3100 E FLETCHER AVE,TAMPA,33613,HILLSBOROUGH,813-971-6000,HOSPITALS - ACUTE CARE,UNIVERSITY COMMUNITY HOSP INC,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,493,FL000101,EFHL,100173, , , , , , , , , , ,HTTP://WWW.UCH.ORG/,1988,GEOPLAN,FDEM,FLORIDA HOSPITAL TAMPA,28.06997225,-82.42328231,17RLM6014205771,312,58.14031933,FLORIDA HOSPITAL TAMPA - FORMERLY UNIVERSITY COMMUNITY HOSPITAL,V,2016-05-17,2017-09-06,194,28.06997225,-82.42328231,193
218,27 373451       392,10224906,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,32901,BREVARD,321-434-7000,HOSPITALS - ACUTE CARE,HOLMES REGIONAL MEDICAL CENTER,PRIVATE,PRIVATE,"HEALTH FIRST, INC.",NOT-FOR-PROFIT,0,514,FL000044,EFHL,100019, , , ,OPTICAL FIBER,GREATER THAN 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,3,HTTP://WWW.HEALTH-FIRST.ORG/HOSPITALS_SERVICES/HRMC/,1963,GEOPLAN,FDEM, ,28.08776179,-80.61434248,17RNM3788806984,313,53.06891299,HOLMES REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,195,28.08776179,-80.61434248,194
219,27 373400  508,10224908,CIRCLES OF CARE (SHERIDAN OAKS) PSYCHIATRIC HOSPITAL,400 E SHERIDAN RD,MELBOURNE,32901,BREVARD,321-722-5200,HOSPITALS - PSYCHIATRIC,CIRCLES OF CARE INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,52,FL000046,EFHM,104024, , , , , , , , , , ,HTTP://WWW.CIRCLESOFCARE.ORG,1981,GEOPLAN,FDEM, ,28.08943508,-80.6157542,17RNM3774907169,314,4.0614531,CIRCLES OF CARE (SHERIDAN OAKS) PSYCHIATRIC HOSPITAL,V,2011-05-10,2017-09-06,196,28.08943508,-80.6157542,195
220,27 362500   13,N/A,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 N WICKHAM RD,MELBOURNE,32935,BREVARD,321-752-1200,HOSPITALS - ACUTE CARE,MELBOURNE HMA LLC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,119,N/A,EFHM,23960034, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,3,HTTP://WWW.WUESTHOFF.ORG/,2002,GEOPLAN,FHA, ,28.10948456,-80.67496394,17RNM3192609373,315,21.19271414,WUESTHOFF MEDICAL CENTER - MELBOURNE,V,2016-05-17,2017-09-06,197,28.10948456,-80.67496394,196
221,15 27 13 00000 340 0100,10224964,FLORIDA HOSPITAL NORTH PINELLAS - FORMERLY HELEN ELLIS MEMORIAL HOSPITAL,1395 S PINELLAS AVE,TARPON SPRINGS,34689,PINELLAS,727-942-5000,HOSPITALS - ACUTE CARE,CITY OF TARPON SPRINGS,MUNICIPAL,PUBLIC,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,168,FL000102,EFHL,100055, , , ,DSL SYMMETRIC,100 MBPS TO 1 GBPS,768 KBPS TO 1.5 KBPS,DSL SYMMETRIC,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.HELENELLIS.ORG/,1994,GEOPLAN,FDEM,FLORIDA HOSPITAL NORTH PINELLAS,28.13298353,-82.75740081,17RLM2740513182,316,15.08910049,FLORIDA HOSPITAL NORTH PINELLAS - FORMERLY HELEN ELLIS MEMORIAL HOSPITAL,V,2016-05-17,2017-09-06,198,28.13298353,-82.75740081,197
222,272631708500010210,10224867,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,33837,POLK,863-422-4971,HOSPITALS - ACUTE CARE,HEALTH MANAGEMENT ASSOCIATES,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,193,FL000005,EFHL,100137, , , , , , , , , , ,HTTP://WWW.HEARTOFFLORIDA.COM/,1997,GEOPLAN,FDEM, ,28.18149683,-81.64127229,17RMM3705417474,317,55.01812547,HEART OF FLORIDA REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,199,28.18149683,-81.64127229,198
223,26 372300    1,N/A,45TH MEDICAL GROUP - US AIR FORCE HOSPITAL,1381 S PATRICK DR,PATRICK AFB,32925,BREVARD,321-494-8241,HOSPITALS - FEDERAL,PATRICK AIR FORCE BASE,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,0,N/A,EFHS,N/A, , , , , , , , , , ,HTTP://WWW.PATRICK.AF.MIL/LIBRARY/FACTSHEETS/FACTSHEET.ASP?ID=4491,0,GEOPLAN,FHA, ,28.21438173,-80.60463913,17RNM3879621014,318,25.1619342,45TH MEDICAL GROUP - US AIR FORCE HOSPITAL,V,2011-04-11,2017-09-06,200,28.21438173,-80.60463913,199
224,26 361000  751,10224915,DEVEREUX FLORIDA,8000 DEVEREUX DR,VIERA,32940,BREVARD,321-242-9100,HOSPITALS - PSYCHIATRIC,"DEVEREUX FOUNDATION, THE",PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,100,FL000053,EFHM,110036, , , , , , , , , , ,HTTP://WWW.DEVEREUX.ORG/,1988,GEOPLAN,FDEM, ,28.23387368,-80.70780848,17RNM2866723145,319,50.08031785,DEVEREUX FLORIDA,V,2011-05-10,2017-09-06,201,28.23387368,-80.70780848,200
225,1626080260001000080,10225088,MEDICAL CENTER OF TRINITY BEHAVIORAL CENTER - FORMERLY COMMUNITY HOSPITAL OF NEW PORT RICHEY,5637 MARINE PKWY,NEW PORT RICHEY,34652,PASCO,727-848-1733,HOSPITALS - ACUTE CARE,NEW PORT RICHEY HOSPITAL INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,389,FL000238,EFHL,100191, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW, ,4,HTTP://WWW.COMMUNITYHOSPITALNPR.COM/,1971,GEOPLAN,FDEM,MEDICAL CENTER OF TRINITY BEHAVIORAL CENTER,28.23568243,-82.72117435,17RLM3112524511,320,17.6034939,MEDICAL CENTER OF TRINITY BEHAVIORAL CENTER - FORMERLY COMMUNITY HOSPITAL OF NEW PORT RICHEY,V,2016-05-17,2017-09-06,202,28.23568243,-82.72117435,201
226,10263000U000220000,10225079,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH ST,ST CLOUD,34769,OSCEOLA,407-892-2135,HOSPITALS - ACUTE CARE,OSCEOLASC LLC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,84,FL000199,EFHM,100074, , , ,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,6 MBPS TO 10 MBPS,CABLE MODEM,3 MBPS TO 6 MBPS,10 MBPS TO 25 MBPS,3,HTTP://WWW.STCLOUDREGIONAL.COM,1962,GEOPLAN,FDEM, ,28.24341959,-81.30279512,17RMM7029624205,321,20.78524529,ST CLOUD REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,203,28.24341959,-81.30279512,202
227,1626040040000000360,10224928,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,34652,PASCO,727-842-8468,HOSPITALS - ACUTE CARE,MORTON PLANT HOSPITAL,PRIVATE,PRIVATE,BAYCARE - MORTON PLANT MEASE HEALTH CARE,NOT-FOR-PROFIT,0,154,FL000066,EFHL,100063, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.MORTONPLANT.COM/BODY.CFM?ID=13,1963,GEOPLAN,FDEM,MORTON PLANT NORTH BAY HOSPITAL,28.25400612,-82.71444773,17RLM3181426532,322,14.17285861,MORTON PLANT NORTH BAY HOSPITAL,V,2016-05-17,2017-09-06,204,28.25400612,-82.71444773,203
228,2125350010105000000,10225046,FLORIDA HOSPITAL ZEPHYRHILLS (EAST PASCO MEDICAL CENTER),7050 GALL BLVD,ZEPHYRHILLS,33541,PASCO,813-788-0411,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM/,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,140,FL000166,EFHM,100046, , , , , , , , , , ,HTTP://WWW.FHZEPH.ORG/,1985,GEOPLAN,FDEM, ,28.26125821,-82.18561716,17RLM8370526714,323,41.49166007,FLORIDA HOSPITAL ZEPHYRHILLS (EAST PASCO MEDICAL CENTER),V,2016-05-17,2017-09-06,205,28.26125821,-82.18561716,204
229,212529187400010010,10224886,OSCEOLA REGIONAL MEDICAL CENTER,700 W OAK ST,KISSIMMEE,34741,OSCEOLA,407-846-2266,HOSPITALS - ACUTE CARE,OSCEOLA REGIONAL HOSPITAL INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,318,FL000024,EFHL,100110, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://OSCEOLAREGIONAL.COM/HOME/INDEX.DOT,1997,GEOPLAN,FDEM, ,28.29948447,-81.40944454,17RMM5985430447,324,31.34885519,OSCEOLA REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,206,28.29948447,-81.40944454,205
230,152529141900010010,N/A,FLORIDA HOSPITAL KISSIMMEE,2450 N ORANGE BLOSSOM TR,KISSIMMEE,34744,OSCEOLA,407-846-4343,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM SUNBEL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,162,N/A,EFHL,100089, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.FHKISSIMMEE.COM/,1980,GEOPLAN,FHA, ,28.31621881,-81.40563082,17RMM6023432299,325,29.88764214,FLORIDA HOSPITAL KISSIMMEE,V,2016-05-17,2017-09-06,207,28.31621881,-81.40563082,206
231,072528278100010020,N/A,FLORIDA HOSPITAL CELEBRATION HEALTH,400 CELEBRATION PL,CELEBRATION,34747,OSCEOLA,407-303-4000,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM SUNBEL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,203,N/A,EFHL,23960017, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.CELEBRATIONHEALTH.COM/,1997,GEOPLAN,FHA, ,28.32865907,-81.54091036,17RMM4697833729,326,79.44895184,FLORIDA HOSPITAL CELEBRATION HEALTH,V,2016-05-17,2017-09-06,208,28.32865907,-81.54091036,207
232,25 360478    2    1,10225077,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,32955,BREVARD,321-636-2211,HOSPITALS - ACUTE CARE,ROCKLEDGE HMA LLC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,298,FL000197,EFHL,100092, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,GREATER THAN 1 GBPS,10 MBPS TO 25 MBPS,4,HTTP://WWW.WUESTHOFF.ORG/,1975,GEOPLAN,FDEM, ,28.33502943,-80.72271818,17RNM2717834347,327,15.12615442,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,V,2011-05-10,2017-09-06,209,28.33502943,-80.72271818,208
233,2124340000139000000,10225047,BAYFRONT HEALTH DADE CITY - FORMERLY PASCO REGIONAL MEDICAL CENTER,13100 FORT KING RD,DADE CITY,33525,PASCO,352-521-1100,HOSPITALS - ACUTE CARE,PASCO HMA INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,120,FL000167,EFHM,100211, , , ,OPTICAL FIBER,6 MBPS TO 10 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,4,HTTP://WWW.PASCOREGIONALMC.COM/,1973,GEOPLAN,FDEM,BAYFRONT HEALTH DADE CITY,28.34807319,-82.20071676,17RLM8231936347,328,22.07581679,BAYFRONT HEALTH DADE CITY - FORMERLY PASCO REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,210,28.34807319,-82.20071676,209
234,24 373400    1,10225040,HEALTH FIRST CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,COCOA BEACH,32931,BREVARD,321-799-7111,HOSPITALS - ACUTE CARE,CAPE CANAVERAL HOSPITAL DIST,PRIVATE,PRIVATE,"HEALTH FIRST, INC.",NOT-FOR-PROFIT,0,150,FL000160,EFHL,100177, , , ,OPTICAL FIBER,GREATER THAN 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,3,HTTP://WWW.HEALTH-FIRST.ORG/HOSPITALS_SERVICES/CCH/,1969,GEOPLAN,FDEM,HEALTH FIRST CAPE CANAVERAL HOSPITAL,28.36003702,-80.62311475,17RNM3693337144,329,28.79864126,HEALTH FIRST CAPE CANAVERAL HOSPITAL,V,2016-05-17,2017-09-06,211,28.36003702,-80.62311475,210
235,1624340000001000010,10224879,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,34667,PASCO,727-819-2929,HOSPITALS - ACUTE CARE,HCA HEALTH SERVICES OF FLORIDA,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,290,FL000017,EFHL,100256, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.RMCHEALTH.COM/,1997,GEOPLAN,FDEM, ,28.36126051,-82.6882761,17RLM3454838380,330,55.64990891,REGIONAL MEDICAL CENTER BAYONET POINT,V,2011-05-10,2017-09-06,212,28.36126051,-82.6882761,211
236,282402000000006,N/A,DR P PHILLIPS HOSPITAL,9400 TURKEY LAKE RD,ORLANDO,32819,ORANGE,407-351-8500,HOSPITALS - ACUTE CARE,ORLANDO HEALTH INC,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,237,N/A,EFHL,120002, , , ,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,768 KBPS TO 1.5 KBPS,3,HTTP://ORLANDOHEALTH.COM/DRPPHILLIPSHOSPITAL/INDEX.ASPX,2008,GEOPLAN,FHA, ,28.42894761,-81.47855835,17RMM5313444814,331,34.27942619,DR P PHILLIPS HOSPITAL,V,2011-05-10,2017-09-06,213,28.42894761,-81.47855835,212
237,R31 223 18 3521 0000 0030,10225004,BAYFRONT HEALTH SPRING HILL,10461 QUALITY DR,BROOKSVILLE,34609,HERNANDO,352-688-8200,HOSPITALS - ACUTE CARE,HERNANDO COUNTY,COUNTY,PUBLIC,HERNANDO HEALTHCARE,INVESTOR-OWNED,0,124,FL000124,EFHM,111525, , , ,OTHER COPPER WIRELINE,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.SPRINGHILLREGIONAL.NET/DEFAULT.ASPX,1991,GEOPLAN,FDEM,BAYFRONT HEALTH SPRING HILL,28.43755863,-82.54024888,17RLM4916546640,332,17.32326846,BAYFRONT HEALTH SPRING HILL,V,2016-05-17,2017-09-06,214,28.43755863,-82.54024888,213
238,292324804001000,N/A,SELECT SPECIALTY HOSPITAL - ORLANDO INC (SOUTH CAMPUS),5579 S ORANGE AVE,EDGEWOOD,32809,ORANGE,407-241-4800,HOSPITALS - ACUTE CARE,HTA-ORLANDO SS HOSPITAL LLC,PRIVATE,PRIVATE,SELECT MEDICAL CORPORATION,INVESTOR-OWNED,0,40,N/A,EFHS,23960068, , , , , , , , , , ,HTTP://WWW.SELECTSPECIALTYHOSPITALS.COM/,2007,GEOPLAN,FHA, ,28.47732708,-81.3698606,17RMM6379650136,333,7.45872716,SELECT SPECIALTY HOSPITAL - ORLANDO INC (SOUTH CAMPUS),V,2011-05-10,2017-09-06,215,28.47732708,-81.3698606,214
239,292235019700010,N/A,WINNIE PALMER HOSPITAL FOR WOMEN & BABIES,83 W MILLER ST,ORLANDO,32806,ORANGE,321-843-2201,HOSPITALS - ACUTE CARE,ORLANDO HEALTH INC,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,315,N/A,EFHL,N/A, , , , , , , , , , ,HTTP://ORLANDOHEALTH.COM/ORLANDOHEALTH/INDEX.ASPX,2006,GEOPLAN,FHA, ,28.52437542,-81.37924264,17RMM6289455351,335,4.40822682,WINNIE PALMER HOSPITAL FOR WOMEN & BABIES,V,2016-05-17,2017-09-06,217,28.52437542,-81.37924264,215
240,292235638901000,10224934,ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,ORLANDO,32806,ORANGE,321-841-5111,HOSPITALS - ACUTE CARE,ORLANDO HEALTH INC,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,794,FL000072,EFHL,100006, , , , , , , , , , ,HTTP://WWW.ORLANDOHEALTH.COM/ORLANDOHEALTH/INDEX.ASPX,1940,GEOPLAN,FDEM,ADDRESS CHANGED,28.52538518,-81.37693332,17RMM6312055462,336,51.78988176,ORLANDO REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,218,28.52538518,-81.37693332,216
241,R34 422 18 0000 0040 0000,10225027,SPRINGBROOK HOSPITAL - GREENBRIAR HOSPITAL,7007 GROVE RD,BROOKSVILLE,34609,HERNANDO,352-596-4306,HOSPITALS - PSYCHIATRIC,FLORIDA PROPERTY RESOURCES COR,PRIVATE,PRIVATE,"OGLETHORPE, INC.",INVESTOR-OWNED,0,66,FL000147,EFHM,110054, , , , , , , , , , ,HTTP://REALPAGES.COM/SITES/SPRINGBROOKHOSPITAL/PAGE2.HTML,1988,GEOPLAN,FDEM, ,28.53000622,-82.48453598,17RLM5474856815,337,14.02493262,SPRINGBROOK HOSPITAL - GREENBRIAR HOSPITAL,V,2011-05-10,2017-09-06,219,28.53000622,-82.48453598,217
242,292235203600331,10224936,ORLANDO REGIONAL MEDICAL CENTER - LUCERNE PAVILION,818 MAIN LANE,ORLANDO,32801,ORANGE,407-649-6111,HOSPITALS - ACUTE CARE,ORLANDO HEALTH INC,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,267,FL000074,EFHL,N/A, , , , , , , , , , ,HTTP://WWW.ORLANDOHEALTH.COM,1981,GEOPLAN,FDEM, ,28.53161481,-81.37869059,17RMM6295056153,338,6.92098109,ORLANDO REGIONAL MEDICAL CENTER - LUCERNE PAVILION,V,2011-05-10,2017-09-06,220,28.53161481,-81.37869059,218
243,R30 222 18 2807 0010 0000,10224980,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,34613,HERNANDO,352-596-6632,HOSPITALS - ACUTE CARE,HCA HEALTH SERVICES OF FL INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,262,FL000215,EFHL,100264, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,3,HTTP://OAKHILLHOSPITAL.COM/,1984,GEOPLAN,FDEM, ,28.53643886,-82.53448037,17RLM4987057589,339,100.3850089,OAK HILL HOSPITAL,V,2016-05-17,2017-09-06,221,28.53643886,-82.53448037,219
244,R32 422 18 0000 0020 0010,10053866,HEALTHSOUTH REHABILITATION HOSPITAL OF SPRING HILL,12440 CORTEZ BLVD,BROOKSVILLE,34613,HERNANDO,352-592-4250,HOSPITALS - REHABILITATION,HEALTHSOUTH OF SPRING HILL INC,PRIVATE,PRIVATE,HEALTHSOUTH CORPORATION,INVESTOR-OWNED,0,80,N/A,EFHM,23960042, , , , , , , , , , ,HTTP://WWW.HEALTHSOUTHSPRINGHILL.COM/,2003,GEOPLAN,FDEM, ,28.53202051,-82.51677149,17RLM5159757078,340,8.94727694,HEALTHSOUTH REHABILITATION HOSPITAL OF SPRING HILL,V,2011-05-10,2017-09-06,222,28.53202051,-82.51677149,220
245,R30 422 19 0000 0030 0000,N/A,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,34601,HERNANDO,352-796-5111,HOSPITALS - ACUTE CARE,HERNANDO COUNTY,COUNTY,PUBLIC,HERNANDO HEALTHCARE,INVESTOR-OWNED,0,120,N/A,EFHM,100071,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS, , , , , , ,2,HTTP://WWW.BROOKSVILLEREGIONAL.COM/DEFAULT.ASPX,2005,GEOPLAN,FHA,BAYFRONT HEALTH BROOKSVILLE,28.53860431,-82.44322936,17RLM5880257718,341,140.3999312,BAYFRONT HEALTH BROOKSVILLE,V,2016-05-17,2017-09-06,223,28.53860431,-82.44322936,221
246,302226277001000,N/A,FLORIDA HOSPITAL EAST ORLANDO,7727 LAKE UNDERHILL DR,ORLANDO,32822,ORANGE,407-303-8110,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM/SUNBEL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,253,N/A,EFHL,100021, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.FLORIDAHOSPITALEAST.COM/,2007,GEOPLAN,FHA, ,28.53993029,-81.28097949,17RMM7251257048,342,44.4321328,FLORIDA HOSPITAL EAST ORLANDO,V,2016-05-17,2017-09-06,224,28.53993029,-81.28097949,222
247,282229000000031,10225105,HEALTH CENTRAL HOSPITAL,10000 W COLONIAL DR,OCOEE,34761,ORANGE,407-296-1000,HOSPITALS - ACUTE CARE,ORLANDO HEALTH CENTRAL INC,PRIVATE,PRIVATE,HEALTH CENTRAL,PUBLIC/GOVERNMENT,0,171,FL000229,EFHL,100030, , , ,OTHER COPPER WIRELINE,10 MBPS TO 25 MBPS,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.HEALTHCENTRAL.ORG/,1993,GEOPLAN,FDEM, ,28.54967951,-81.52768963,17RMM4838158209,344,90.15061847,HEALTH CENTRAL HOSPITAL,V,2011-05-10,2017-09-06,225,28.54967951,-81.52768963,223
248,292217487400010,10053886,LAKESIDE BEHAVIORAL HEALTHCARE - PRINCETON PLAZA / LAKESIDE PLACE,1800 MERCY DR,ORLANDO,32808,ORANGE,407-875-3700,HOSPITALS - PSYCHIATRIC,LAKESIDE ALTERNATIVES INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,56,N/A,EFHM,100129, , , , , , , , , , ,HTTP://WWW.LAKESIDECARES.ORG/,1965,GEOPLAN,FDEM,POSSIBLE NAME - ASPIRE HEALTH PARTNERS INC,28.56743164,-81.43424552,17RMM5752960139,345,64.34028237,LAKESIDE BEHAVIORAL HEALTHCARE - PRINCETON PLAZA / LAKESIDE PLACE,V,2011-05-10,2017-09-06,226,28.56743164,-81.43424552,224
249,292213513203090,N/A,SELECT SPECIALTY HOSPITAL - ORLANDO INC (NORTH CAMPUS),2250 BEDFORD RD,ORLANDO,32803,ORANGE,407-303-7869,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM/SUNBEL,PRIVATE,PRIVATE,SELECT MEDICAL CORPORATION,INVESTOR-OWNED,0,35,N/A,EFHS,23960043, , , , , , , , , , ,HTTP://WWW.SELECTSPECIALTYHOSPITALS.COM/,1966,GEOPLAN,FHA, ,28.57236558,-81.3704429,17RMM6377160665,346,0.69555316,SELECT SPECIALTY HOSPITAL - ORLANDO INC (NORTH CAMPUS),V,2011-05-10,2017-09-06,227,28.57236558,-81.3704429,225
